1.0, 367.0, 0.7, 0.2, 2.8611112, 2.8888888, 2.9166667, 2.9166667,
1.0, 381.0, 0.5, 0.2, 2.7777777, 2.7777777, 2.7777777, 2.7777777,
1.0, 383.0, 0.5, 0.75, 2.9166667, 3.0555556, 3.1944444, 3.3333333,
1.0, 386.0, 0.5, 0.75, 2.7777777, 2.7222223, 2.75, 2.7777777,
1.0, 388.0, 0.5, 0.75, 2.8333333, 2.8333333, 2.8888888, 2.9166667,
1.0, 389.0, 0.3, 1.0, 2.8888888, 2.9166667, 2.9166667, 2.9166667,
1.0, 398.0, 0.1, 0.2, 3.4722223, 3.8888888, 3.8888888, 4.0277777,
1.0, 400.0, 0.6, 0.5, 3.0, 3.3333333, 3.75, 3.9722223,
1.0, 405.0, 0.4, 0.2, 2.8888888, 2.8888888, 3.0555556, 3.0555556,
1.0, 413.0, 0.5, 0.2, 2.9166667, 3.0555556, 3.4722223, 4.1666665,
1.0, 415.0, 0.5, 0.2, 2.6944444, 2.6666667, 2.7222223, 2.8333333,
1.0, 416.0, 0.9, 0.2, 3.3611112, 4.3055553, 5.5, 7.0,
1.0, 417.0, 0.01, 0.2, 2.9166667, 2.9722223, 3.0, 3.0,
1.0, 418.0, 0.5, 0.2, 2.8888888, 3.0, 3.1111112, 3.1944444,
1.0, 419.0, 0.6, 0.2, 2.8125, 2.8222222, 2.8333333, 2.8472223,
1.0, 421.0, 0.5, 0.2, 3.3333333, 4.0555553, 4.8333335, 5.888889,
1.0, 422.0, 0.5, 0.2, 3.75, 4.4444447, 5.138889, 5.8333335,
1.0, 423.0, 0.6, 0.2, 3.5, 3.6666667, 3.8055556, 3.9444444,
1.0, 442.0, 0.6, 0.25, 3.3333333, 5.5555553, 6.9444447, 8.333333,
1.0, 451.0, 0.4, 0.2, 2.5, 2.7777777, 3.0555556, 3.3333333,
1.0, 452.0, 0.5, 0.2, 2.8611112, 2.9722223, 3.0555556, 3.1388888,
1.0, 462.0, 0.5, 0.6, 3.1666667, 3.6666667, 4.1666665, 4.861111,
1.0, 465.0, 0.5, 0.2, 5.179969, 3.75, 4.4444447, 5.2777777,
1.0, 494.0, 0.8, 0.5, 2.0679662, 3.0833333, 3.1388888, 3.1944444,
1.0, 506.0, 0.7, 0.2, 2.9444444, 3.0277777, 3.0833333, 3.1666667,
1.0, 512.0, 0.5, 0.2, 4.842535, 3.25, 3.3333333, 3.4722223,
1.0, 513.0, 0.5, 0.2, 4.842535, 3.3333333, 3.8888888, 5.0,
1.0, 514.0, 0.5, 0.2, 4.842535, 3.8888888, 4.1666665, 4.7222223,
1.0, 516.0, 0.5, 0.2, 2.9166667, 2.8888888, 3.0, 3.0833333,
1.0, 517.0, 0.5, 0.2, 3.4722223, 4.0277777, 4.4444447, 5.0,
1.0, 523.0, 0.4, 0.8, 1.2752109, 3.0, 3.0555556, 3.1111112,
1.0, 524.0, 0.2, 0.2, 1.147044, 2.2222223, 2.5, 3.0555556,
1.0, 547.0, 0.1, 0.2, 6.5778775, 3.3333333, 3.75, 4.2222223,
1.0, 549.0, 0.1, 0.2, 6.5778775, 3.8888888, 4.861111, 5.8333335,
1.0, 550.0, 0.1, 0.2, 2.9426863, 2.8333333, 2.8888888, 2.9166667,
1.0, 551.0, 0.1, 0.2, 3.4722223, 3.8888888, 4.4444447, 4.861111,
1.0, 556.0, 0.05, 0.2, 82110.77, 3.0555556, 3.3333333, 3.8888888,
1.0, 558.0, 0.1, 0.2, 2.7777777, 2.8333333, 2.8888888, 2.9166667,
1.0, 565.0, 0.05, 0.2, 3.3333333, 3.8888888, 4.4444447, 5.0,
1.0, 566.0, 0.2, 0.2, 3.8888888, 5.5555553, 11.111111, 16.666666,
1.0, 567.0, 0.2, 0.2, 3.3333333, 3.8888888, 4.4444447, 5.0,
1.0, 579.0, 0.7, 0.2, 3.3333333, 3.9444444, 4.5277777, 5.111111,
